score,content_clean,sentiment_predicted
3,kasih bintang blm paham bantu pake kode referal demonslayer cashback,netral
4,free chasback peke referal perrom,positif
5,top,positif
1,buka akun login udah log out iklan mah salah server layak bobrok,negatif
5,ntaps,positif
1,regester gagal karna tanda tangan dgn ktp mirip tanda tangan susah,negatif
1,gila gaada respon komenannya,negatif
5,bantu mula investasi masuk kode referal bibitinves masuk dapet modal investasi salam cuan,positif
5,apkikasi mantul mula ajar pakai kode piakddi dapat uang,positif
5,kren,positif
1,dah,negatif
1,mutu kecewa,negatif
5,nyoba nih ayo buru download masuk kode refferal ecenem dapat cashback,positif
3,coba,netral
5,good,positif
5,top,positif
5,good,positif
5,masuk kode referral azisukses cashback bilang bohong,positif
5,aplikasi bagus mudah paham mula klau bilng banget masuk yaa sabar transaksi terang reksadana masuk portofolio klau nanya monggo gabung telegram,netral
1,ngga inpestasi perikasi ulang hagus uang tolol,negatif
1,rugi butuh uang invest percaya jual masuk rekening gimana cerita sumpah kecewa bilang orang invest kesini rugi tanggung,negatif
4,simple,positif
5,baik,positif
4,oke mula ajar yuk ajar berinvestadi kode referral bibitace,positif
1,jangn dsni cair padahl butuh uang,negatif
1,lma tari order,negatif
4,guna mula apk saran sih pembanyaran top tambah apk dana biaya tranfer gratis apk link gopay makasih,positif
5,bagusss,positif
5,bom ngerti telegram grup shaareing jngn jeplak jeplak komen paham gitu jelasin silah join grub telegram kawan moga manfaat makasih,netral
1,nilai untung portofolio jual beda portofolio untung jual sekian sesuai keutungan portofolio keutungan jual cair dana masuk jual januari transfer rekening masuk dana respone,negatif
5,bayar dana jarang banget make gopay,netral
3,gak menu favorit reksadana filter pilih pas back set filter,netral
5,mantap,positif
5,zero knowledge dsj denger bnyak ngomongin mudah dijelasin invest instal review tahun pas hasil muncul,negatif
3,bagus banyak utk top pake dana shopeepay utk top bagus,netral
3,kode promo ckxtphx,positif
5,muantap,positif
1,gak makek ginian udh nyobain bulan nyoba dana gua tarik masuk atm tengah tengah sapa woy nyesell poll,negatif
1,nggk,negatif
5,yuk join dapat cashback pakai kode referral yollacuan,positif
5,dasar jangka jangka pendekkk mangkanya paham kerja masukin udh cairin gegara saham turun gak kuat turun pilih pasar uang obligasi mau untung gede gak terima resiko gede,negatif
1,komentar byk negatif coba males duit deposit dicairin,negatif
5,bagus tarik tambah manajer investnya biar pilih,positif
1,kecewa menyalesaikan registrasi tahap uplot ktp ttd,negatif
5,saldo tambah,positif
1,minggu lot banget masuk sinyal wifi sinyal nih kaya ajaib kali ngendorse artis doang kapasitas servernya kagak gedein ngeruk subscriber kouta sanggup tampung gak gedein ngeselin sih,negatif
5,mantap mudah,positif
5,bgus,positif
5,mantap,positif
5,mantapp,positif
5,ajar moga hasil,positif
4,bagus,positif
5,tau,negatif
1,rekomend serba lambat tarik dana blom masuk,negatif
1,daftar nomor telpon daftar,negatif
5,rizdian okee pas banget mula modal,positif
2,pas top mah masuk cepet pas withdraw nunggu kerja,negatif
1,jual reksadana status hasil jual tgl sampe masuk rekening mohon bantuanya,negatif
3,coba,netral
3,log out baik,netral
5,coba,netral
5,yrsginp can use this one,positif
5,bantu tabung rutin daftar cepet,positif
5,cocok mula mudah paham aplikasi kendala moga tingkat,positif
1,bad and cannot verification,negatif
4,terimakasih proses transaksi mudah,netral
5,kode referal dickyarm,positif
1,bug loadingnya nih baik baik baik nilai,netral
2,buka salah,negatif
5,kode referral cashback domamaria,positif
5,lupa masukin kode refferal lovetipar,positif
5,mantull sekali,positif
5,mantap aplikasi walopun paham usaha erti pake kode reff hijaudaun dapat bonus ribu daftar,positif
5,good,positif
5,pake kode referal janganbanyakmikir dapat bagus mudah percaya cocok pilih reksadanya seleksi daftar ojk,positif
4,good luck,positif
5,bantu remended bgt mula investasi lupa masuk kode referral rotikeju register dapat cashback langsung akun semangat,positif
1,mohon baik download daftar udh pakai nomor bener salah pke email ulang sampe bener salah masuk,negatif
4,nyaman,positif
5,moga depan mks,positif
5,mantap sob tutorial miftah aman jalan saurna jual cabe hijau daun pulang jam salah satu indonesia tema animasi pandemi indonesia sedia fitur dunia tipu muslihat indra beb bangun tidur teh hijau turun berat badan bauuu mes haji umrah haji plus team awal map,positif
5,aplikasi enteng banget enak overall top deh,positif
5,alhamdulillah udah untung reksadana pasar uang sharia moga untung berkah sesuai syariah moga rutin nabung uang reksadana pasar uang sharia hasil deposito bank gak nabung,positif
5,bagus komen negatif cek baca tunjuk blm komen,negatif
5,batu ajar ttg saham,positif
1,sengaja nyoba reksadana nominal liat cair lot males main uang cair bank hhhhh,negatif
2,pencairanya bangeutttt,netral
5,keren cocok investor mula kode referral mulaiinvestyok cashback,positif
2,nge lag lambay banget loadingnyaa,netral
5,mantapss,positif
5,uda nyoba nabung mula cocok banget aplg pake kode referal jadikayabanget dpet saldo ribu lumayan dipake nabung,positif
1,proses klaim dana lambat sdh dana tranferkan parah,negatif
5,bagus,positif
4,cair dana usaha cepat,negatif
3,opsi bayar lengkap,netral
5,keren,positif
5,aman tabung,positif
1,sumpah bikin pusing udah saldo lumbayan total,negatif
3,mudah trrutama mula investasi bintang aplikasi lumayan lelet mohon tingkat,netral
1,dana gak masuk masuk woy jum sampe nyesel gua pake,negatif
5,lumayan,netral
5,mantap,positif
5,kode riferall cashback nreuary semangatt,positif
5,tampil bersih mudah orang mula pakai kode referral daftar tulis kodek kolom kode referral sedia cashback ribu cashback ribu terimakasih,positif
3,muas,positif
1,kerja lambat iya kerja muncul tanda jual transaksi pemberitahuannya butuh kerja sangsi nabung,negatif
5,moga dsini rezeki lancar amiin,positif
1,kecewa cair uang kisar tanggal blum cair apps terang maximal kerja bursa hubung respon hadehh,negatif
5,monggo kode referalnya silahkanpakai,positif
5,cuandanberkah masukin kode referal dapetin free,positif
5,konsisten,positif
5,gunkakn reveral langsung masuk laxa,positif
5,orang app bagus bgt mula ajar inventasi grafik analisanya lengkap orang ajar baca faq blm rugi indonesia darurat baca,positif
5,rubah,netral
5,moga ajh bantu,positif
5,bagus,positif
5,jos,positif
5,coba dlu,netral
2,jaring kayak sih jaring udah gitu bilang stabil upload foto ktp susah terima jaring,negatif
4,good,positif
5,investasiuangkita kode reveral cashback,positif
5,refferal ehaadh,positif
5,bagus,positif
5,maaf sbelumnya jangka contoh beli saham jamin tahan slama udh beli udh nggk valid nggk tau sebut pkok nggk liat tutup jual saham rugi pasti prtanyaan sih jamin tahan terima kasih,negatif
5,daftar uang cashback pakai kode referal andikaputrapratama,positif
5,mula download bgt masukin kode reff niahati cashback keren bgt yukkkkk,positif
4,moga bantu utk depan,positif
5,nyoba masukin kode referral bhaik biar dapetin voucher ribu,positif
5,bgus,positif
5,mantap,positif
5,mantap reksadana input kode refferal gabung mtaufik chas back,positif
5,makasih,positif
5,aplikasi mudah mula rekomendasi robo sesuai dgn profil resiko capai tuju finansial dgn yuk guna pakai kode dpt cashback pakai kode nabungbarengdea,positif
5,tarik mula investasi sistem refferal nqvl,positif
5,coba,netral
5,good bantu finansial ekonomi,positif
1,payah banget sesuai nominal rekening,negatif
5,alam pake kode uangcuan cashback nila untung ayo buru tunggu lets,positif
5,kode referal ngabaran dapat ribu,positif
5,pake kode referal alcashback biar dpet,positif
5,estimasi dana cair nyampe gada kabar kasih saran hati hati trims,negatif
5,bagus moga tetep jaga kualitas layan,positif
5,terimakasih,positif
5,keren,positif
5,top,positif
5,simpel,positif
5,sippp,negatif
4,kasih bintang syariah banyak kak top holdingnya bagus,netral
2,download bagus,positif
5,senang akun layan ramah cepat cekat senang gabung pesan jaga data nik data masuk salam moga maju mitra pilih kalang salam sukses ttd hendra,positif
1,uang cair padshal rugi please usut,negatif
5,mudah applikasi app belah,netral
5,alam investasi senang penuh tantang,positif
5,mantap,positif
5,love,positif
2,proses registrasi verifikasi ksei coba registrasi ulang gabisa karna gaada tulis batal registrasi hapun akun gaada cacat,negatif
4,bit dapat blank putih buka app,netral
4,coba,netral
4,mula coba,positif
4,suka mudah paham user friendly mula,positif
2,diupdate duh uangkuu,netral
5,tampil simple mudah paham fitur chatnya tahan nyaman kerahaman percaya,positif
5,percaya pakai kode bungaemas biar dapet saldo,positif
4,mantap ketik kode zulzul dapat komisi salam cuan,positif
5,maylie pake kode biar cashback mksih,positif
4,sukses,positif
5,mantap,positif
3,konfirmasi beli suka telat pdhl tgl beli krena harga unit mmg lgi turun tpi masuk pas kmudan pas harga bgt alhasil rugi donk klo kcil msi gpp klo msukin dana jmlh bsr jeblong baik klian install perhatiin point,netral
5,mantab masukin kode refferall suksesbersamakawan voucher cashback salamsukses suksesbareng,positif
1,wkwkwkkw turun turun agk mmg,netral
5,mantap,positif
5,kode referal sheva cash back mudah jalan kendala deposit cocok ber inves,positif
4,coba dapet bonus invite bkhlkdd,positif
5,mantap,positif
5,umur hidup mula ketik kode referal diskonreg inget reg pake huruf cashback gampang banget registrasi masuk nomor telepon masuk kode referal atas selamat mencob,positif
5,pake code referalku yaa cashback donpe,positif
5,simple gampang banget daftar cepet,positif
5,keren pokok,positif
1,gak nik ktp bner tpi salah,negatif
1,gak download,negatif
5,cakep,positif
5,lupa kode referal kucing,positif
5,bantu jdi atur nabung,positif
5,mantap,positif
5,reveral code ahaye,positif
5,alhamdulillah investasi mudah gak ribet pokok keren,positif
5,moga amanah amin,positif
5,berkah instal jgan lupa masukin kode pastiberkah dapetin bonus saldo top kali bagi berkah insya allah amanah,positif
5,pokok bintang limo,netral
5,good,positif
5,suka,positif
5,bantu imvestor mula,positif
4,bgus banget moga manfaat,positif
5,oke mantap,positif
5,bantu mudah paham,positif
1,jujur duit reksadana masuk rekening hubung syarat main pokok kecewa bangeettt,negatif
5,wokeee,negatif
5,baguss,positif
5,mantap,positif
5,bermamfaat,positif
5,mantab bgt pake,positif
5,mantap,positif
5,bagus,positif
4,top makotop,positif
5,nice,positif
5,manteepppppp,negatif
5,yuk tingkat,positif
5,paham saham,positif
5,bagus banget mula,positif
5,bgus mula,positif
3,maaf turun bintang cair masuk rekening,netral
5,nyaman,positif
5,cocok mula tks,positif
5,bagus,positif
5,join coba pake kode referral panenprofit moga manfaat,positif
5,reksadana nyaman aman mula,positif
5,oke,positif
5,bagus,positif
5,aplikasi udh bgs mula investasi moga nnt bayar dpt tambah dompet digital linkaja gopay terimakasih,netral
1,dana mencairkn lbh hubung mohon tunggu blum byr,netral
5,ajar recommended,positif
4,mantap lak pokokna,positif
5,mula puas gabung bantu investasi,positif
5,cocok banget banget banget mula,positif
5,aplikasi bgus,positif
5,muas,positif
5,mantap,positif
4,moga buah hasil,positif
5,good,positif
5,good,positif
5,kasi cocok banget mula ikut investasi ayo buru blm telat,positif
4,bagus,positif
5,anak muda mudah,positif
1,update update payah nih,negatif
5,mantab,positif
5,mantab banget latih,positif
5,okaay,negatif
5,mantap,positif
5,aplikasi simple mudah paham mula ragu gabung gays,positif
5,inti tabung mudah banget turun nabung rasa hasil,positif
5,mantap,positif
5,siapppp,negatif
5,mantap aman percaya,positif
5,mula reksadana bagus mudah paham recommended banget,positif
5,bagus mudah paham jual beli mudah,positif
5,nice,positif
4,mantap nich dpt cash back kode reff ciumaku buru donwload,positif
5,masya allah keren,positif
4,masuk kode ref dqljqiw daftar nikmat pulsa gratis,positif
5,load buka app harap cepat thank,netral
4,coba,netral
4,keren mula,positif
5,mantap,positif
4,bantu,positif
5,invest mudah,positif
4,mudah switch portfolio cool,positif
5,suka bnget aplikasinyaaa terimakasih,positif
5,recomendded,negatif
5,mantap soul pake kode haidarlau dapet cashback,positif
4,beli rekasadana gampang cepat,positif
4,coba untung invest diapplikasi rejeki bawa sukses hidup sejahtera bantu orang,positif
5,cocok banget daftar ribet full online pakai kode refferal cashbackwoy cashback awal,positif
5,good job moga ajar investor saham,positif
5,reksadana baik,positif
3,baik log out buka login,netral
5,peluma direksadana,positif
4,lupa refferall duitinyu cashback,positif
1,yeah dipromosiin dedy app bagus tau ancur,positif
5,moga jalan lancar,positif
5,alam tabung moga hasil gak mengwcewakan,positif
5,mantap,positif
5,mudah gampang top,positif
5,gak tau bilang sulit pencairanya udah coba udah cair emang tahap cari gantung reksadananya potong cair oke terimakasih,negatif
5,wow good,positif
5,alhamdulillah pakai dana untung terimakasih,positif
1,tari,negatif
5,mantaapppp,positif
5,mula tingkat dapat finansial,positif
1,verifikasi data sesuai,negatif
1,susah verifikasi data sesuai ktp,negatif
5,tambahin emas,netral
2,regiet susah,negatif
4,masuk unit coba online biaar lbh cepat transaksi join pakai kode bibitlalacashback voucher guys,positif
4,mantab jiwa kode ref atuhsiap biar cashback,positif
1,kecewa layan buruk bantu reksa dana bulan jual hasil dana masuk kapok bgt pake,negatif
4,temensukses pake code referal pas daftar jamin ajib cashback,positif
5,like like like,positif
5,mantap nih gays uaanh daari cashback masuk kode refferal irul sebesaar,positif
5,pake kode ref irul daaftar guys cashback,positif
5,pake kode mupuk dapat,positif
4,pakai app bulan overall app bagus mula ajar simple pandu download masukin kode referral duatigasatu cashback lumayan nambah invest semangat investasi,positif
3,baca komentar bintang silah pikir ulang baca sampe bawah malas elo tau bobrok wkwkwk,negatif
5,jual setatus hasil masuk rekening inves butuh proses masuk rekening sabar butuh proses kode referral tukubibit dapat cashback daftar ingin kode referral tukubibit,netral
5,moga lncr amin rob ttp smngt mudah han joss godos,positif
1,reset kemal logout login masuk,negatif
5,yuk join lupa pake kode reveral tomxyz,positif
5,coba dlu,netral
5,responnya cepat ramah,positif
5,bagus banget mula join masukin kode referral aoyamanae biar cashback,positif
4,vzvrqax yuk pake kode dapetin,positif
4,kesan tanggap bintang hasil,netral
5,terimakasih uang atur berkat depan jamin,positif
1,riba,negatif
5,moga bawa baik guna inves sifat coba,positif
5,kode referal dinobiru monggo cari kode ref,positif
1,proses jual sampe cair beda reksadana bukalapak proses jual cair cpat,negatif
4,aplikasi banget sistem error ngeganggu bangett sistem dibenahin biar mantap,positif
3,min nanya hasil registrasi selesai butuh berpa nunggu aktifasi akun min mksih,netral
5,oke cocok usaha mudah aman lupa download silah kode reff yelow bonus cashbacknya ribu gratis bagus bukti percaya daftar awas ojk tunggu mantap,positif
5,nyoba invest lihat hasil depisit main crypto untung tarik dana masuk bahaya,negatif
2,ngk masuk udah masukin data tolak kayak masuk email inbox ngk masuk masukin tlp tlp bibit pas angkat ngk suara langsung tutup ngk masuk ribet beneran deh cmn yah tuhan,negatif
4,kasih bintang paksa rangin bintang ktk dana cair rekening pemberitahuan bibit sdh jual pnjualan prtma brhasil sygnya penjulan prtama tdk tnda dana masuk sdh cek mutasi rekening alhamdulillah brhasil spt bimbing investor mula sdh bagus,negatif
1,gak buka loading,netral
5,bismillah niat utk tabung mudah berkah,positif
1,rekomendasi proses kirim dana jual unit tentu,negatif
5,mantab moga lancar amin,positif
1,cair udah order jual nunggu tungggu banget,negatif
2,nyoba verifikasi ksei boycuan kode refferal gaes ntar beres bintang,netral
1,admin bgt dah bales,negatif
1,cair makan tahun,negatif
5,mantap,positif
5,bagus mudah paham,positif
1,jual dana bom masuk rekening tgl skali coba baik jual cepat nyampenya jgn jgn tipu,negatif
4,modal nekat ajar,positif
5,mudah erti,positif
2,deposit cuepett masuk withdrawl bener bikin kapok,negatif
5,cashback pakai kode referal veraapr selamat coba,positif
5,ikut sesuai prosedur proses step step data daftar nama rek data data privasi sembarang pasu sesuai atur moga manfaat selamat coba,negatif
5,semangat teru bibit,positif
3,cair,negatif
1,bibit nampak gera serius blok aja,negatif
5,good lahhhh,positif
1,hilang knpa yah mohon bantu,netral
5,bagus sih,netral
5,guys pake code referral aldithy yaaaa,positif
2,pakek akun kog gak pakek,negatif
4,coba gabung pake kode refereal kunfayakun cashback,positif
5,dapat cashback rupiah kode referral penjaskes daftar terima kasih abang kakak,positif
1,kecewa berat uang kembali sma cair jngn pakai entar nyesal loh,negatif
5,mudah mula langsung rekomendasi robo ngasih tau profil resiko bagus ambil daftar pake kode referal cashbackbanget yukk lumayan bgt dpt,positif
5,pasu kode referall sucita daftar bonus cashback bagus bukti percaya cocok banget mula ajar daftar awas ojk ragu salam sukses,positif
5,daftar jgn lupa cashback coopy hayuk dapetin cashback,positif
3,metode pembayaranya pakek shopee pay biar mudah orang beli biar gak ribet cari atm,netral
1,registrasi bln masak proses,negatif
3,halo bsa buka sya bru instal aplksnya aplksi trsbut sllu eror mohon jasa,netral
2,yaa bagus,netral
5,bagus investor mula lupa masuk kode referal arvinaja daftar bonus,positif
1,unit jual dana cair masuk rekening parah banget,negatif
5,lupa masuk kode referal gotoinves cashback,positif
1,katol cair dana minggu ngk selesai selai dasar alikasi jembut,negatif
4,aplikasi bagus mula klo dapet hadiah tambah tani kolom kode referral daftar biar untung,positif
5,tahap ajar terimakasih,positif
5,gabung sukses dapat cash back kode refeal aqbisa moga sukses investasi,positif
5,apk bagus yuk download masukakan kode referal ikutikut,positif
1,warning mula sesal bantu mula investasi aplikasi mudah syarat gabung teman daftar pakai kode referral tambahcuanlagi dapetin cashback nila langsung investasi tunggu lgsg dftar teman sesal maaf bintang ulas baca orang,positif
4,kode otp seringkali lambat kirim email internet lancar email,negatif
1,nyesal gua invest,negatif
5,coba dech,netral
5,dapet cashback lupa pas daftar masukin kode referral empatdua salam sukses,positif
5,ayo download mula akkan coba lupa pake kode ayomenabungkakak biar dapet gratis akun,positif
5,bagus nih mula biar ngatur uang mantap,positif
5,yuk pake kode referral terserahhh langsung saldo,positif
1,cair aset praktis,netral
2,masuk data smua nik ktp upload fto masuk rekening bank ttp alas nama rekening tdk daftar pdhl sdh rek suruh ftokan lgi buku rekening takut data masuk disalahgunakan krna mslah gagal register krna sdh upload ktp ttd elektronik mohon hapus data kirim trimakasih,negatif
5,bgt apliksinya,negatif
5,bantu deposit super minim terima kasih,positif
5,ajar diakomodir robot ajar pasar baik,positif
5,bismillah bagi rezeki kaka rebu lumayan kode referal abiya,positif
4,tampil tarik hadir mudah orang ajar saham obligasi pasar uang ajar baik madu teori praktik kode tanamms cashback ribu install rasa mudah investasi,positif
5,mantapp aplikasi download lupa masuk kode referral daftar sahambikinkaya,positif
4,assalamu alaikum salam kenal gabung pakai kode refferalku ampuh salam sukses,positif
5,mantap aman mudah untung mula ajar rekomended banget tunjang fitur robo advisor bantu download daftar input kode referal persiapannikah cashback dipake beli reksadana lumayan ayo download bukti hasil semangat sukses,positif
5,mantap sukses selaluh,positif
4,cek perangkat hubung akun alami jadi nelpon mohon aman transaksi nasabah ketat hindar terimakasih,netral
4,yey dapet uang pake kode kqrtadm ayo coba,positif
5,yuk dapat cashback uang gratis masuk kode referal berkahhalal moga berkah,positif
5,kode referal lakukansaja cash back beli reksadana,positif
4,kode referal sarungahr moga sukses aamiin,positif
3,klu cuan gede kasih,netral
5,the best gak ribet mudah mula dapat cashback pasu kode referal kayasenyum daftar selamat coba,positif
2,min daftar akun minggu sdh verifikasi ksei verifikasi email gmail verifikasi tdk terceklis yaaa minn mohon bantu yaa min kasi bintang deh sdh clear,netral
4,pakai kode blueadiictt dapat saldo,positif
4,mantap bagus cashback daftar ayooo jan lupa code referal julians,positif
5,masuk kode referall slmpvb,positif
5,dapet cuan copy referal caircashback,positif
5,yukk kode referral untukita dapat cashback gratis,positif
5,bersemngat dapat cashback vibit kode refferal bisasukses,positif
5,mantap,positif
5,bismillah moga sukses,positif
5,nyaman percaya susah tanah rumah bantu umur baik,positif
5,terimakasih,positif
5,bantu tengah pandemi smoga smua slalu sehat cukup gabung yok tinggal masuk kode referall bangkitdanpercaya,positif
5,lupa pakai kode refferal investasieasy dapat cashback,positif
5,bagus oya dapat tambah bonus kode referral genio selamat tambah bonus suka tabung awas daftar otoritas jasa uang bagus membuktikanya,positif
5,sebenernya pakai sempet ngasih rating inti bukti aman invest jangka newbie baca faq cuan cashback pake kode referral mprove lumayan beli portofolio salam team sucorinvest,positif
3,kode referral mprove dapet cashbackkk pake kode moga cuan aamiin,positif
5,bantu lupa masuk kode referral suksesyakin cash back awal,positif
5,keren,positif
3,masuk kode,positif
5,ayo gabung code referral dwityo cashback reksadana mudah mula modal,positif
5,pake kode referral santaisaja dapat cashback orang undang kode referral,positif
1,verifikasi ktp tolak ktp sesuai pindah domisili cabut berkas misil urus data disdukcapil domisil acc suruh urus gimana sih urus domisili,negatif
5,bagus bgt mula kayak akuu hehe makasih sukses lancar,positif
5,kode reveral yukingatmasadepan dapat saldo,positif
5,sip ramah,positif
5,bagus jangka pakai kode revelral nyubie dapat datar,positif
5,kode referral saifullahtv cashback daftar,positif
5,coba,netral
1,jujur kecewa dgn uang hasil jual tdk transfer rekening reksadana lwt link sungguh jgn krn dana jual reksadana blm transfer rekening dgn link,negatif
5,kode referral yoknabungbibit dapat cashback,positif
3,halo min registrasi milik ktp umur solusi min,netral
5,ayo bangkit tabung lupa kode referal bangkitnabung dapat cashback nila,positif
5,bagus klo daftar pake kode referal gan dapet cashback dmiqtac,positif
1,parah registrasi,negatif
3,ampun minus,negatif
4,ayo pake kode referral ayoburuangabungbibit,positif
5,mantap,positif
5,gud apk,positif
5,coba dlu,netral
3,aplikasi lot,negatif
5,woi tod pake nama gua sembarang yak gwa kopirek nih,negatif
5,ken tpi atm bsa klo atm bantu tau mksih,netral
5,mula recomended bgt nih join pakai kode referal jajaninvestasi,positif
5,yuk sukses lupa masuk kode referralku bisalahsukses saldo akun semangat,positif
5,apk baik,negatif
5,donk tambahin jenis usah bagi cumn beda bareksa jenis saham,netral
1,parah transaksi gua jual ribu masuk cuman ribu gimana cerita,negatif
5,temen temen daftar pakai kode referral nabungdengansaya dapat cashback,positif
5,ayo daftar silang kode mobilelagends voucher nila gratis salaing bagi indah,positif
4,ayo dapat bonus kode referal bluee selamat coba,positif
5,masuk kode referal hamze cashback langsung,positif
5,mudah dana aman moga investasi aman masuk kode wdurlx bonus,positif
5,tarik lupa pake kode referral adijambo cashback terima kasih,positif
5,nanam saham modal dikit mantap banget pandu pemakain lupa pakai kode referral sahamjutawan mantap,positif
5,sarana mudah mula cashback guna masukin jogok refferal untung ngedapetin,positif
3,ferifikasi habis tunggu tanggal udah tangal bom ter ferifikasi udah lewatt tanggal baik,netral
1,deposit beda bank kena biaya hari beli reksa dana sampe nunggu verif dapet untung rupiah pas tari ngambil modal kea potong ngambil duit kena potong tau,negatif
5,kode referral todwqxd,positif
5,bagus kode referal kitabisa ribu gratis,positif
1,nyesel download,negatif
5,kode mau cashback,positif
5,worth,negatif
5,ggwp sii keren bru kali gua guna diskon bgi stiap member keyword acapela jngan lupa guys,positif
5,bagus kode referral edwanbit dapat cashback ribu,positif
5,aplikasi bagus mudah mula ayo daftar lupa pakai kode referal jalan langsung cashback,positif
5,jamin bonus kode promo depositsekarang,positif
2,ken coba invest uda install uda daftar proses verifikasi trs email ektp didaftarin uda ktp masalah utk urus apa pas liat review negatif blm diijinin pake maaf uninstal ribet abis,negatif
4,bagus,positif
1,kecewa tari saldo,negatif
5,ralat bintang terima kasih feedback semangat tingkat kerja customer,positif
5,cash back kode referal aannuu,positif
5,kerennnn,positif
1,saham manulife obligasi negara indonesia kelas jual masuk rekening status aplikasi hasil mohon min tunggu kabar baik coba support sesuai,negatif
4,bagusss,positif
5,bagus terima kasih ajar investasi,positif
1,buka sekian buka,negatif
4,easy use mohon diupdate dark mode latar putih ganggu nyaman mata,positif
4,overall bagus percaya banyakin promo voucher cashback depan yaa developer hehe,positif
5,keren banget cocok mula,positif
4,mantap,positif
3,inves blm,netral
4,subscribe channel van dotcom,positif
5,wow nambah uang leha lehaa sukses,positif
5,nyossssss,negatif
1,transfer bukti transfer kirim bukti transfer salah,negatif
5,ajar moga ceoat,positif
5,reksadana oke mantap,positif
5,bagus kelola,positif
5,cobaaa,negatif
5,mantap djiwa,positif
5,naise,positif
5,tingkat trs,netral
5,moga sukses guna,positif
3,kenpa kemaren daftar pake poto ktp kumplit siang coba daftar uangme pake verfikasi sebar data daftar aman kenpa coba daftar gtu pinjol pinjol ktp terdafatar ojk ngejamin,netral
5,the best reksadana,positif
5,customer servicenya muas banget,positif
5,ajar jgn dibully kode reff nuwun nuwun nuwun nuwun,positif
5,good,positif
5,moga manfaat mantap,positif
5,biar bintang bicara,positif
4,usaha tarik,negatif
5,trima kasih reksadana investasi masuk kode referral sapaajabisa moga sukses tuk,positif
1,kanapa buka app lelet banget,negatif
5,kode promo bybibit dapat daftar,positif
5,masuk kode mintacuanbos dapat csbck,positif
5,keren,positif
1,uda minggu verifikasi ksei acc payah,negatif
5,mantap ganti tabung,positif
4,lumayan,netral
5,mantap,positif
1,min knpa sya transsaksi otomatis suka gagal truss maaf sya kasih bintang,netral
5,mantapz,positif
5,dapet cashback pakai kode avbbqot,positif
5,bagus meta uang dasar tuju pasti semangat investasi lupa pakai kode referral anismifta biar cashback hehe,positif
5,bagus mula uang investasi mantap keren,positif
5,download raqjgg,negatif
1,apk registrasi sulit nanam saham tambahnsulit kode otp udh masukin ssuai knp gagal apk broken kendala peebaiki,negatif
1,jelek banget,negatif
5,alhamdulillah yaa tingkat prestasi wkwk,positif
4,bagus fitur fitur,positif
5,keren,positif
5,cinta negri,positif
5,suka turun,netral
5,for you the best,positif
1,bagus cuman jual nunggu banget cair dana rekening tunggu sesuai instruksi apps bursa udah cair rekening sampe cair cair hitung ngejual unit reksadana cair baik pribadi rugi,negatif
5,oke binggo,positif
5,keren,positif
5,cepet kaya,negatif
5,rekomendasi,positif
5,lancar prosedur mantap,positif
4,coba mudah mula moga kembang,positif
5,goodjob,positif
5,nyalaaaaaaaaaa,negatif
4,lumayan bagus aplkkasinya lupa masuk kode referall faster dpet cashback,positif
5,mantap keren ndebestt,positif
5,bagus ajar,positif
4,mantap,positif
5,awam alhamdulillah tunjuk,positif
5,bagus newbie kaya,positif
5,aplikaai bagus,positif
4,bintang,netral
5,anak muda jgn downlad game mulu nih download,positif
5,over all its good,positif
4,recommeende mula ajar fitur layan mudah mendapta cashback pakek kode referal sands akun,positif
3,pembayaraan dgn linkaja hilang mohon baik,netral
5,amazing gays,positif
5,apknya bener mantul ayo loh lupa pakai kode bibitkucintakau dapat cashback,positif
5,wokeh,negatif
5,nyoba smoga cuan cuan trimakasih pakai kode referal cashback ribu mawarheret,positif
5,bagus mula investasi good,positif
4,the best pokoknyah,positif
5,bagus uang cepat kembali cair,negatif
5,bagus,positif
4,keren pnya uang pakai,positif
5,bagus mula aplikasi gampang,positif
5,keren,positif
5,good,positif
5,keren,positif
5,thanks,positif
5,nabungjangandihitung,negatif
5,moga amanah maju,positif
4,masuk klu jual klu jadi saldo deposit akun dlm cepat beli saham tdk nunggu uang masuk rekening,negatif
5,masuk kode referal dapat bonus bandot,positif
5,bagus nabung dgn mudah bahasa sederhana interface sederhana,positif
5,keren,positif
5,oke,positif
5,bagus banget mula mantap pokok lupa pake kode cashback anjimm dapetin cashback ayo,positif
3,bagus banget sayang produk syariah dikit,netral
5,keren,positif
5,bagus banget,positif
5,keren,positif
5,diajarin mula nol butuh kode referal utk cashback pake fidiphuu,positif
5,alhamdulillah,positif
5,mudah untung,positif
3,lumayan mudah paham coba,netral
4,mantapp klihtan seru will see,positif
5,keren mula user friendly edukasi reksadana pokok mantap,positif
5,masokkk,negatif
5,ajar mohon bimbing,positif
5,ajar yuk,positif
5,alhamdulilah paham ajar reksadana pasar uang obligasi saham jaya,positif
1,bilang bagus,netral
5,rekomen banget kalang mantaaaappp,positif
5,mantep,positif
5,top senang mudah guna biarpun mula yuk download masuk referral rinie cashback,positif
5,good joob,positif
5,rekomendasi banget pokok mantulll,positif
5,bagus mula,positif
5,mantap,positif
5,mantap,positif
5,ternak uang aman real,netral
5,cerdas cerdas cerdas,positif
5,bagus gampang paham investor mula,positif
5,mantapp,positif
5,aman mudah murah percaya join please input referralku yunsmart untung terimakasih,positif
5,keren,positif
